,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,id,lon,lat
388,Macedonia del Norte,MKD,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,11.8,,,,,19.8,,,,,,,,,,MKD,21.68138,41.59562
389,Macedonia del Norte,MKD,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,14.8,,,,,20.3,,,,,,,,,,MKD,21.68138,41.59562
390,Macedonia del Norte,MKD,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,8.6,,,,,19.2,,,,,,,,,,MKD,21.68138,41.59562
391,Malí,MLI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,52.3,49.5,23.0,,,,,,29.7,,,,,,,,MLI,-3.542501,17.34559
392,Malí,MLI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,64.4,55.0,24.2,,,,,,32.3,,,,,,,,MLI,-3.542501,17.34559
393,Malí,MLI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,39.4,44.1,21.6,,,,,,27.0,,,,,,,,MLI,-3.542501,17.34559
394,Malta,MLT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MLT,14.40384,35.92198
395,Malta,MLT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MLT,14.40384,35.92198
396,Malta,MLT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MLT,14.40384,35.92198
397,Myanmar,MMR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MMR,96.48803,21.18534
398,Myanmar,MMR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MMR,96.48803,21.18534
399,Myanmar,MMR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MMR,96.48803,21.18534
400,Montenegro,MNE,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNE,19.23801,42.78915
401,Montenegro,MNE,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNE,19.23801,42.78915
402,Montenegro,MNE,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNE,19.23801,42.78915
403,Mongolia,MNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,22.02146,,,,,12.4,,10.1,,,,,16.0,14.699067382827,,,,,,,,MNG,103.0526,46.82691
404,Mongolia,MNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,23.47364,,,,,14.1,,11.4,,,,,16.5,17.215576081684,,,,,,,,MNG,103.0526,46.82691
405,Mongolia,MNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,20.59043,,,,,10.7,,8.6,,,,,15.5,12.176944811783,,,,,,,,MNG,103.0526,46.82691
406,Mariana,MNP,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNP,145.6203,15.84419
407,Mariana,MNP,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNP,145.6203,15.84419
408,Mariana,MNP,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MNP,145.6203,15.84419
409,Mozambique,MOZ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,27.4,,,,,,,,,,,,,MOZ,35.53276,-17.27404
410,Mozambique,MOZ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,27.2,,,,,,,,,,,,,MOZ,35.53276,-17.27404
411,Mozambique,MOZ,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,27.7,,,,,,,,,,,,,MOZ,35.53276,-17.27404
412,Mauritania,MRT,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,21.3,,,,14.52555,,,,,,,,,,MRT,-10.34692,20.25709
413,Mauritania,MRT,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,23.9,,,,16.41397,,,,,,,,,,MRT,-10.34692,20.25709
414,Mauritania,MRT,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,18.6,,,,12.77774,,,,,,,,,,MRT,-10.34692,20.25709
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSR,-62.18455,16.7398
416,Mauricio,MUS,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MUS,57.57039,-20.27756
417,Mauricio,MUS,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MUS,57.57039,-20.27756
418,Mauricio,MUS,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MUS,57.57039,-20.27756
419,Malawi,MWI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,42.6,,40.3,,,,,25.1,,,47.57831,48.9,,,,,,MWI,34.28841,-13.21831
420,Malawi,MWI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,45.0,,41.3,,,,,26.3,,,50.88541,50.79,,,,,,MWI,34.28841,-13.21831
421,Malawi,MWI,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,40.3,,39.4,,,,,23.8,,,44.3497,47.0,,,,,,MWI,34.28841,-13.21831
422,Malasia,MYS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MYS,109.6976,3.790286
423,Malasia,MYS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MYS,109.6976,3.790286
424,Malasia,MYS,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MYS,109.6976,3.790286
425,Namibia,NAM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NAM,17.20895,-22.13044
426,Namibia,NAM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NAM,17.20895,-22.13044
427,Namibia,NAM,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NAM,17.20895,-22.13044
428,Nueva Caledonia,NCL,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NCL,165.6857,-21.30033
429,Nueva Caledonia,NCL,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NCL,165.6857,-21.30033
430,Nueva Caledonia,NCL,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NCL,165.6857,-21.30033
431,Níger,NER,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,47.1,,55.1,,,48.5,,,,,,,,,NER,9.384536,17.41914
432,Níger,NER,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,49.2,,52.6,,,50.3,,,,,,,,,NER,9.384536,17.41914
433,Níger,NER,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,45.0,,57.7,,,46.7,,,,,,,,,NER,9.384536,17.41914
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFK,167.9488,-29.05064
435,Nigeria,NGA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,40.7,,,21.2,35.06192,,,,,,,,,,NGA,8.08839,9.594288
436,Nigeria,NGA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,41.2,,,23.3,34.07294,,,,,,,,,,NGA,8.08839,9.594288
437,Nigeria,NGA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,40.1,,,18.7,36.04485,,,,,,,,,,NGA,8.08839,9.594288
438,Nicaragua,NIC,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,12.1306786605,,,,10.1,,,,,31.1,,47.74977,,,,,,,,,NIC,-85.02987,12.8471
439,Nicaragua,NIC,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,17.5197539097,,,,16.2,,,,,40.5,,56.22113,,,,,,,,,NIC,-85.02987,12.8471
440,Nicaragua,NIC,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,6.4996287654,,,,3.9,,,,,21.2,,38.95829,,,,,,,,,NIC,-85.02987,12.8471
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIU,-169.8703,-19.04879
442,Países Bajos,NLD,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NLD,5.280569,52.10063
443,Países Bajos,NLD,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NLD,5.280569,52.10063
444,Países Bajos,NLD,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NLD,5.280569,52.10063
445,Noruega,NOR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NOR,15.3477,68.74984
446,Noruega,NOR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NOR,15.3477,68.74984
447,Noruega,NOR,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NOR,15.3477,68.74984
448,Nepal,NPL,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,40.6,,,,,,42.827492913494,,,,,,,NPL,83.91523,28.24838
449,Nepal,NPL,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,36.2,,,,,,41.504912726971,,,,,,,NPL,83.91523,28.24838
450,Nepal,NPL,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,45.4,,,,,,44.091355666238,,,,,,,NPL,83.91523,28.24838
451,Nauru,NRU,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NRU,166.9325,-0.5191794
452,Nauru,NRU,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NRU,166.9325,-0.5191794
453,Nauru,NRU,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NRU,166.9325,-0.5191794
454,Nueva Zelandia,NZL,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NZL,171.4918,-41.81089
455,Nueva Zelandia,NZL,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NZL,171.4918,-41.81089
456,Nueva Zelandia,NZL,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,NZL,171.4918,-41.81089
457,Omán,OMN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,OMN,56.09105,20.60484
458,Omán,OMN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,OMN,56.09105,20.60484
459,Omán,OMN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,OMN,56.09105,20.60484
460,Pakistán,PAK,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,15.9,,,13.0,,,,,,,,,,PAK,69.33898,29.94951
461,Pakistán,PAK,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,15.6,,,12.5,,,,,,,,,,PAK,69.33898,29.94951
462,Pakistán,PAK,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,16.2,,,13.5,,,,,,,,,,PAK,69.33898,29.94951
463,Panamá,PAN,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,5.1,,,,,8.9,,5.4,,4.5,,5.620417,,,,,,,PAN,-80.11893,8.517593
464,Panamá,PAN,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,7.7,,,,,12.1,,7.5,,5.4,,7.020013,,,,,,,PAN,-80.11893,8.517593
465,Panamá,PAN,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,2.2,,,,,5.4,,3.1,,3.5,,4.133818,,,,,,,PAN,-80.11893,8.517593
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCN,-128.3166,-24.36519
467,Perú,PER,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,24.1,,,,,,,42.2,,,,20.7,,,26.10942,22.566572235676,,,,,,PER,-74.38176,-9.152675
468,Perú,PER,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,25.7,,,,,,,44.8,,,,21.9,,,27.37085,23.121932565726,,,,,,PER,-74.38176,-9.152675
469,Perú,PER,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,22.3,,,,,,,39.4,,,,19.4,,,24.79848,21.994101978501,,,,,,PER,-74.38176,-9.152675
470,Filipinas,PHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,13.25641,,,,,,,,,,9.0,,,,,,,,,,PHL,122.8839,11.77507
471,Filipinas,PHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,16.26185,,,,,,,,,,10.9,,,,,,,,,,PHL,122.8839,11.77507
472,Filipinas,PHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,10.04384,,,,,,,,,,7.2,,,,,,,,,,PHL,122.8839,11.77507
473,Palau,PLW,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PLW,134.407,7.287371
474,Palau,PLW,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PLW,134.407,7.287371
475,Palau,PLW,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PLW,134.407,7.287371
476,Papua Nueva Guinea,PNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PNG,145.2072,-6.464314
477,Papua Nueva Guinea,PNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PNG,145.2072,-6.464314
478,Papua Nueva Guinea,PNG,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PNG,145.2072,-6.464314
479,Polonia,POL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,POL,19.38934,52.12747
480,Polonia,POL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,POL,19.38934,52.12747
481,Polonia,POL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,POL,19.38934,52.12747
482,Puerto Rico,PRI,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRI,-66.47201,18.22799
483,Puerto Rico,PRI,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRI,-66.47201,18.22799
484,Puerto Rico,PRI,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRI,-66.47201,18.22799
485,"Corea, República Popular Democrática de",PRK,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRK,127.1921,40.15368
486,"Corea, República Popular Democrática de",PRK,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRK,127.1921,40.15368
487,"Corea, República Popular Democrática de",PRK,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PRK,127.1921,40.15368
488,Portugal,PRT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,3.6365541562656,,,,,,,,,,,,,,,,,,,,PRT,-8.499453,39.59589
489,Portugal,PRT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,4.5861858066976,,,,,,,,,,,,,,,,,,,,PRT,-8.499453,39.59589
490,Portugal,PRT,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,2.6314916533908,,,,,,,,,,,,,,,,,,,,PRT,-8.499453,39.59589
491,Paraguay,PRY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,15.3,,,,,,,,,10.42105,,,,,,,PRY,-58.39938,-23.22825
492,Paraguay,PRY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,22.6,,,,,,,,,15.70421,,,,,,,PRY,-58.39938,-23.22825
493,Paraguay,PRY,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,7.7,,,,,,,,,4.736176,,,,,,,PRY,-58.39938,-23.22825
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSX,35.19603,31.91612
495,Polinesia Francesa,PYF,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PYF,-144.9037,-14.73536
496,Polinesia Francesa,PYF,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PYF,-144.9037,-14.73536
497,Polinesia Francesa,PYF,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,PYF,-144.9037,-14.73536
498,Qatar,QAT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,QAT,51.18368,25.30562
499,Qatar,QAT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,QAT,51.18368,25.30562
500,Qatar,QAT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,QAT,51.18368,25.30562
501,Rumania,ROU,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,1.4,,,,,,,,,,,,,,,,,,,,,ROU,24.97207,45.85258
502,Rumania,ROU,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,1.7,,,,,,,,,,,,,,,,,,,,,ROU,24.97207,45.85258
503,Rumania,ROU,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,1.1,,,,,,,,,,,,,,,,,,,,,ROU,24.97207,45.85258
504,Federación de Rusia,RUS,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,RUS,96.6861,61.98069
505,Federación de Rusia,RUS,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,RUS,96.6861,61.98069
506,Federación de Rusia,RUS,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,RUS,96.6861,61.98069
507,Rwanda,RWA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,33.1,,,,,,,,7.5,,19.1,5.000835,,,5.9,,,,,,,RWA,29.91909,-1.989717
508,Rwanda,RWA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,36.1,,,,,,,,8.0,,18.4,4.992462,,,6.0,,,,,,,RWA,29.91909,-1.989717
509,Rwanda,RWA,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,30.3,,,,,,,,7.0,,19.8,5.009021,,,5.7,,,,,,,RWA,29.91909,-1.989717
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAH,-12.2191,24.22914
511,Arabia Saudita,SAU,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,SAU,44.53608,24.12244
512,Arabia Saudita,SAU,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,SAU,44.53608,24.12244
513,Arabia Saudita,SAU,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,SAU,44.53608,24.12244
514,Sudán,SDN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,19.13425,,,,,,,,12.5,,,,,,30.555031991743,,,,,,,SDN,29.93979,15.99044
515,Sudán,SDN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,21.45267,,,,,,,,15.2,,,,,,34.258396097914,,,,,,,SDN,29.93979,15.99044
516,Sudán,SDN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,16.78005,,,,,,,,9.5,,,,,,26.86745168482,,,,,,,SDN,29.93979,15.99044
